,Seconds,Minutes,Oxy Electrode 1 Last (V),OxyElectrode 2 Last (V),OxyElectrode 3 Last (V)
127:58:07,8390,139.8333333,0.425,0.446,0.295
127:58:08,8391,139.85,0.426,0.447,0.296
127:58:09,8392,139.8666667,0.426,0.447,0.295
127:58:10,8393,139.8833333,0.426,0.447,0.295
127:58:11,8394,139.9,0.425,0.448,0.295
127:58:12,8395,139.9166667,0.425,0.448,0.295
127:58:13,8396,139.9333333,0.425,0.448,0.295
127:58:14,8397,139.95,0.426,0.447,0.295
127:58:15,8398,139.9666667,0.425,0.448,0.295
127:58:16,8399,139.9833333,0.424,0.448,0.295
127:58:17,8400,140,0.424,0.448,0.295
127:58:18,8401,140.0166667,0.425,0.448,0.295
127:58:19,8402,140.0333333,0.425,0.448,0.295
127:58:20,8403,140.05,0.424,0.448,0.295
127:58:21,8404,140.0666667,0.425,0.449,0.295
127:58:22,8405,140.0833333,0.425,0.448,0.294
127:58:23,8406,140.1,0.425,0.449,0.295
127:58:24,8407,140.1166667,0.423,0.448,0.294
127:58:25,8408,140.1333333,0.425,0.448,0.295
127:58:26,8409,140.15,0.424,0.448,0.293
127:58:27,8410,140.1666667,0.424,0.447,0.294
127:58:28,8411,140.1833333,0.423,0.447,0.293
127:58:29,8412,140.2,0.424,0.447,0.294
127:58:30,8413,140.2166667,0.425,0.447,0.293
127:58:31,8414,140.2333333,0.424,0.447,0.293
127:58:32,8415,140.25,0.423,0.447,0.293
127:58:33,8416,140.2666667,0.424,0.447,0.293
127:58:34,8417,140.2833333,0.424,0.448,0.293
127:58:35,8418,140.3,0.424,0.447,0.292
127:58:36,8419,140.3166667,0.423,0.448,0.293
127:58:37,8420,140.3333333,0.423,0.448,0.292
127:58:38,8421,140.35,0.424,0.448,0.293
127:58:39,8422,140.3666667,0.422,0.448,0.292
127:58:40,8423,140.3833333,0.423,0.448,0.293
127:58:41,8424,140.4,0.422,0.448,0.292
127:58:42,8425,140.4166667,0.424,0.448,0.292
127:58:43,8426,140.4333333,0.422,0.447,0.291
127:58:44,8427,140.45,0.422,0.447,0.292
127:58:45,8428,140.4666667,0.422,0.448,0.292
127:58:46,8429,140.4833333,0.423,0.447,0.292
127:58:47,8430,140.5,0.422,0.447,0.291
127:58:48,8431,140.5166667,0.422,0.447,0.292
127:58:49,8432,140.5333333,0.423,0.447,0.291
127:58:50,8433,140.55,0.423,0.447,0.291
127:58:51,8434,140.5666667,0.421,0.447,0.291
127:58:52,8435,140.5833333,0.421,0.447,0.291
127:58:53,8436,140.6,0.422,0.447,0.291
127:58:54,8437,140.6166667,0.421,0.446,0.291
127:58:55,8438,140.6333333,0.421,0.447,0.291
127:58:56,8439,140.65,0.422,0.447,0.291
127:58:57,8440,140.6666667,0.422,0.447,0.291
127:58:58,8441,140.6833333,0.42,0.446,0.29
127:58:59,8442,140.7,0.421,0.447,0.291
127:59:00,8443,140.7166667,0.421,0.446,0.29
127:59:01,8444,140.7333333,0.421,0.446,0.291
127:59:02,8445,140.75,0.42,0.446,0.291
127:59:03,8446,140.7666667,0.421,0.446,0.291
127:59:04,8447,140.7833333,0.42,0.445,0.29
127:59:05,8448,140.8,0.42,0.445,0.29
127:59:06,8449,140.8166667,0.42,0.445,0.29
127:59:07,8450,140.8333333,0.421,0.445,0.29
127:59:08,8451,140.85,0.42,0.446,0.29
127:59:09,8452,140.8666667,0.419,0.446,0.29
127:59:10,8453,140.8833333,0.421,0.446,0.29
127:59:11,8454,140.9,0.42,0.445,0.289
127:59:12,8455,140.9166667,0.419,0.445,0.29
127:59:13,8456,140.9333333,0.419,0.445,0.29
127:59:14,8457,140.95,0.42,0.445,0.29
127:59:15,8458,140.9666667,0.418,0.444,0.289
127:59:16,8459,140.9833333,0.419,0.444,0.29
127:59:17,8460,141,0.419,0.444,0.288
127:59:18,8461,141.0166667,0.419,0.444,0.289
127:59:19,8462,141.0333333,0.418,0.443,0.289
127:59:20,8463,141.05,0.419,0.443,0.289
127:59:21,8464,141.0666667,0.418,0.443,0.288
127:59:22,8465,141.0833333,0.418,0.443,0.289
127:59:23,8466,141.1,0.419,0.444,0.288
127:59:24,8467,141.1166667,0.419,0.444,0.288
127:59:25,8468,141.1333333,0.418,0.444,0.288
127:59:26,8469,141.15,0.418,0.444,0.288
127:59:27,8470,141.1666667,0.419,0.445,0.288
127:59:28,8471,141.1833333,0.417,0.444,0.287
127:59:29,8472,141.2,0.418,0.444,0.288
127:59:30,8473,141.2166667,0.418,0.444,0.287
127:59:31,8474,141.2333333,0.418,0.444,0.287
127:59:32,8475,141.25,0.417,0.444,0.287
127:59:33,8476,141.2666667,0.418,0.444,0.288
127:59:34,8477,141.2833333,0.418,0.444,0.286
127:59:35,8478,141.3,0.417,0.444,0.287
127:59:36,8479,141.3166667,0.416,0.443,0.287
127:59:37,8480,141.3333333,0.418,0.444,0.288
127:59:38,8481,141.35,0.417,0.443,0.286
127:59:39,8482,141.3666667,0.417,0.443,0.287
127:59:40,8483,141.3833333,0.416,0.442,0.287
127:59:41,8484,141.4,0.417,0.442,0.287
127:59:42,8485,141.4166667,0.416,0.443,0.286
127:59:43,8486,141.4333333,0.416,0.443,0.287
127:59:44,8487,141.45,0.417,0.443,0.286
127:59:45,8488,141.4666667,0.416,0.443,0.286
127:59:46,8489,141.4833333,0.416,0.443,0.287
127:59:47,8490,141.5,0.416,0.443,0.286
127:59:48,8491,141.5166667,0.417,0.443,0.286
127:59:49,8492,141.5333333,0.415,0.442,0.286
127:59:50,8493,141.55,0.416,0.443,0.287
127:59:51,8494,141.5666667,0.416,0.442,0.286
127:59:52,8495,141.5833333,0.416,0.442,0.286
127:59:53,8496,141.6,0.415,0.442,0.285
127:59:54,8497,141.6166667,0.416,0.442,0.287
127:59:55,8498,141.6333333,0.415,0.442,0.285
127:59:56,8499,141.65,0.415,0.442,0.286
127:59:57,8500,141.6666667,0.414,0.442,0.286
127:59:58,8501,141.6833333,0.416,0.442,0.286
127:59:59,8502,141.7,0.416,0.442,0.285
128:00:00,8503,141.7166667,0.415,0.442,0.285
128:00:01,8504,141.7333333,0.414,0.442,0.285
128:00:02,8505,141.75,0.416,0.442,0.285
128:00:03,8506,141.7666667,0.415,0.442,0.284
128:00:04,8507,141.7833333,0.414,0.441,0.284
128:00:05,8508,141.8,0.414,0.442,0.285
128:00:06,8509,141.8166667,0.415,0.441,0.284
128:00:07,8510,141.8333333,0.415,0.442,0.284
128:00:08,8511,141.85,0.413,0.441,0.283
128:00:09,8512,141.8666667,0.414,0.441,0.284
128:00:10,8513,141.8833333,0.414,0.441,0.284
128:00:11,8514,141.9,0.415,0.441,0.284
128:00:12,8515,141.9166667,0.413,0.441,0.283
128:00:13,8516,141.9333333,0.413,0.441,0.285
128:00:14,8517,141.95,0.413,0.441,0.284
128:00:15,8518,141.9666667,0.414,0.441,0.285
128:00:16,8519,141.9833333,0.413,0.441,0.284
128:00:17,8520,142,0.413,0.441,0.285
128:00:18,8521,142.0166667,0.413,0.441,0.284
128:00:19,8522,142.0333333,0.413,0.441,0.284
128:00:20,8523,142.05,0.414,0.441,0.284
128:00:21,8524,142.0666667,0.412,0.44,0.284
128:00:22,8525,142.0833333,0.413,0.441,0.284
128:00:23,8526,142.1,0.413,0.44,0.284
128:00:24,8527,142.1166667,0.414,0.441,0.284
128:00:25,8528,142.1333333,0.412,0.44,0.283
128:00:26,8529,142.15,0.412,0.44,0.284
128:00:27,8530,142.1666667,0.412,0.44,0.283
128:00:28,8531,142.1833333,0.413,0.44,0.284
128:00:29,8532,142.2,0.412,0.44,0.283
128:00:30,8533,142.2166667,0.412,0.44,0.283
128:00:31,8534,142.2333333,0.411,0.44,0.283
128:00:32,8535,142.25,0.412,0.44,0.283
128:00:33,8536,142.2666667,0.412,0.44,0.282
128:00:34,8537,142.2833333,0.411,0.44,0.283
128:00:35,8538,142.3,0.41,0.44,0.283
128:00:36,8539,142.3166667,0.411,0.44,0.283
128:00:37,8540,142.3333333,0.411,0.44,0.283
128:00:38,8541,142.35,0.411,0.439,0.283
128:00:39,8542,142.3666667,0.411,0.439,0.283
128:00:40,8543,142.3833333,0.41,0.439,0.282
128:00:41,8544,142.4,0.41,0.44,0.283
128:00:42,8545,142.4166667,0.41,0.439,0.282
128:00:43,8546,142.4333333,0.411,0.44,0.282
128:00:44,8547,142.45,0.41,0.439,0.282
128:00:45,8548,142.4666667,0.409,0.439,0.282
128:00:46,8549,142.4833333,0.409,0.439,0.281
128:00:47,8550,142.5,0.409,0.439,0.282
128:00:48,8551,142.5166667,0.41,0.439,0.281
128:00:49,8552,142.5333333,0.41,0.439,0.282
128:00:50,8553,142.55,0.409,0.439,0.281
128:00:51,8554,142.5666667,0.409,0.439,0.282
128:00:52,8555,142.5833333,0.409,0.439,0.281
128:00:53,8556,142.6,0.409,0.439,0.281
128:00:54,8557,142.6166667,0.409,0.439,0.281
128:00:55,8558,142.6333333,0.41,0.439,0.281
128:00:56,8559,142.65,0.41,0.439,0.281
128:00:57,8560,142.6666667,0.409,0.438,0.281
128:00:58,8561,142.6833333,0.408,0.439,0.281
128:00:59,8562,142.7,0.408,0.438,0.28
128:01:00,8563,142.7166667,0.408,0.438,0.281
128:01:01,8564,142.7333333,0.409,0.438,0.28
128:01:02,8565,142.75,0.41,0.438,0.281
128:01:03,8566,142.7666667,0.409,0.437,0.279
128:01:04,8567,142.7833333,0.408,0.437,0.28
128:01:05,8568,142.8,0.408,0.437,0.279
128:01:06,8569,142.8166667,0.408,0.437,0.28
128:01:07,8570,142.8333333,0.408,0.437,0.28
128:01:08,8571,142.85,0.408,0.437,0.28
128:01:09,8572,142.8666667,0.408,0.437,0.28
128:01:10,8573,142.8833333,0.409,0.437,0.28
128:01:11,8574,142.9,0.408,0.437,0.279
128:01:12,8575,142.9166667,0.408,0.437,0.279
128:01:13,8576,142.9333333,0.407,0.437,0.279
128:01:14,8577,142.95,0.407,0.437,0.279
128:01:15,8578,142.9666667,0.408,0.437,0.279
128:01:16,8579,142.9833333,0.408,0.437,0.279
128:01:17,8580,143,0.408,0.437,0.279
128:01:18,8581,143.0166667,0.408,0.437,0.278
128:01:19,8582,143.0333333,0.407,0.437,0.279
128:01:20,8583,143.05,0.407,0.436,0.278
128:01:21,8584,143.0666667,0.407,0.437,0.279
128:01:22,8585,143.0833333,0.407,0.436,0.278
128:01:23,8586,143.1,0.408,0.436,0.279
128:01:24,8587,143.1166667,0.407,0.436,0.278
128:01:25,8588,143.1333333,0.407,0.436,0.278
128:01:26,8589,143.15,0.405,0.436,0.277
128:01:27,8590,143.1666667,0.406,0.436,0.278
128:01:28,8591,143.1833333,0.405,0.436,0.277
128:01:29,8592,143.2,0.406,0.436,0.278
128:01:30,8593,143.2166667,0.406,0.436,0.278
128:01:31,8594,143.2333333,0.406,0.436,0.277
128:01:32,8595,143.25,0.405,0.436,0.277
128:01:33,8596,143.2666667,0.405,0.435,0.277
128:01:34,8597,143.2833333,0.405,0.436,0.278
128:01:35,8598,143.3,0.405,0.436,0.277
128:01:36,8599,143.3166667,0.406,0.436,0.277
128:01:37,8600,143.3333333,0.405,0.435,0.276
128:01:38,8601,143.35,0.405,0.435,0.277
128:01:39,8602,143.3666667,0.404,0.435,0.276
128:01:40,8603,143.3833333,0.405,0.436,0.277
128:01:41,8604,143.4,0.404,0.435,0.276
128:01:42,8605,143.4166667,0.405,0.436,0.277
128:01:43,8606,143.4333333,0.404,0.435,0.276
128:01:44,8607,143.45,0.405,0.435,0.276
128:01:45,8608,143.4666667,0.404,0.435,0.276
128:01:46,8609,143.4833333,0.404,0.435,0.276
128:01:47,8610,143.5,0.403,0.435,0.276
128:01:48,8611,143.5166667,0.404,0.435,0.276
128:01:49,8612,143.5333333,0.404,0.435,0.276
128:01:50,8613,143.55,0.404,0.434,0.276
128:01:51,8614,143.5666667,0.405,0.435,0.276
128:01:52,8615,143.5833333,0.404,0.434,0.275
128:01:53,8616,143.6,0.404,0.434,0.276
128:01:54,8617,143.6166667,0.403,0.434,0.275
128:01:55,8618,143.6333333,0.403,0.434,0.275
128:01:56,8619,143.65,0.402,0.434,0.274
128:01:57,8620,143.6666667,0.403,0.434,0.275
128:01:58,8621,143.6833333,0.402,0.434,0.275
128:01:59,8622,143.7,0.403,0.434,0.275
128:02:00,8623,143.7166667,0.4,0.434,0.274
128:02:01,8624,143.7333333,0.4,0.433,0.274
128:02:02,8625,143.75,0.4,0.433,0.274
128:02:03,8626,143.7666667,0.401,0.434,0.274
128:02:04,8627,143.7833333,0.401,0.434,0.274
128:02:05,8628,143.8,0.401,0.433,0.274
128:02:06,8629,143.8166667,0.402,0.434,0.274
128:02:07,8630,143.8333333,0.402,0.433,0.274
128:02:08,8631,143.85,0.402,0.434,0.274
128:02:09,8632,143.8666667,0.402,0.433,0.273
128:02:10,8633,143.8833333,0.402,0.433,0.274
128:02:11,8634,143.9,0.401,0.433,0.273
128:02:12,8635,143.9166667,0.401,0.433,0.273
128:02:13,8636,143.9333333,0.4,0.433,0.272
128:02:14,8637,143.95,0.401,0.433,0.273
128:02:15,8638,143.9666667,0.4,0.433,0.272
128:02:16,8639,143.9833333,0.402,0.433,0.272
128:02:17,8640,144,0.401,0.432,0.271
128:02:18,8641,144.0166667,0.401,0.432,0.272
128:02:19,8642,144.0333333,0.399,0.432,0.271
128:02:20,8643,144.05,0.4,0.432,0.271
128:02:21,8644,144.0666667,0.399,0.432,0.27
128:02:22,8645,144.0833333,0.4,0.432,0.271
128:02:23,8646,144.1,0.401,0.432,0.271
128:02:24,8647,144.1166667,0.401,0.432,0.271
128:02:25,8648,144.1333333,0.401,0.432,0.271
128:02:26,8649,144.15,0.4,0.432,0.271
128:02:27,8650,144.1666667,0.4,0.432,0.271
128:02:28,8651,144.1833333,0.399,0.431,0.27
128:02:29,8652,144.2,0.4,0.432,0.271
128:02:30,8653,144.2166667,0.399,0.432,0.27
128:02:31,8654,144.2333333,0.4,0.432,0.271
128:02:32,8655,144.25,0.399,0.431,0.269
128:02:33,8656,144.2666667,0.4,0.431,0.27
128:02:34,8657,144.2833333,0.399,0.431,0.269
128:02:35,8658,144.3,0.399,0.431,0.27
128:02:36,8659,144.3166667,0.399,0.431,0.269
128:02:37,8660,144.3333333,0.399,0.431,0.27
128:02:38,8661,144.35,0.399,0.431,0.269
128:02:39,8662,144.3666667,0.4,0.431,0.269
128:02:40,8663,144.3833333,0.399,0.431,0.269
128:02:41,8664,144.4,0.399,0.43,0.269
128:02:42,8665,144.4166667,0.398,0.431,0.269
128:02:43,8666,144.4333333,0.398,0.43,0.269
128:02:44,8667,144.45,0.398,0.431,0.269
128:02:45,8668,144.4666667,0.398,0.43,0.269
128:02:46,8669,144.4833333,0.399,0.43,0.269
128:02:47,8670,144.5,0.398,0.43,0.268
128:02:48,8671,144.5166667,0.398,0.43,0.269
128:02:49,8672,144.5333333,0.397,0.43,0.267
128:02:50,8673,144.55,0.398,0.43,0.268
128:02:51,8674,144.5666667,0.397,0.43,0.268
128:02:52,8675,144.5833333,0.399,0.43,0.268
128:02:53,8676,144.6,0.398,0.429,0.267
128:02:54,8677,144.6166667,0.398,0.429,0.268
128:02:55,8678,144.6333333,0.397,0.429,0.267
128:02:56,8679,144.65,0.397,0.429,0.268
128:02:57,8680,144.6666667,0.396,0.429,0.267
128:02:58,8681,144.6833333,0.397,0.429,0.267
128:02:59,8682,144.7,0.396,0.429,0.267
128:03:00,8683,144.7166667,0.397,0.429,0.267
128:03:01,8684,144.7333333,0.397,0.429,0.267
128:03:02,8685,144.75,0.397,0.429,0.267
128:03:03,8686,144.7666667,0.397,0.429,0.267
128:03:04,8687,144.7833333,0.396,0.429,0.267
128:03:05,8688,144.8,0.396,0.429,0.267
128:03:06,8689,144.8166667,0.395,0.428,0.266
128:03:07,8690,144.8333333,0.396,0.429,0.267
128:03:08,8691,144.85,0.395,0.428,0.266
128:03:09,8692,144.8666667,0.396,0.429,0.267
128:03:10,8693,144.8833333,0.395,0.428,0.266
128:03:11,8694,144.9,0.396,0.428,0.266
128:03:12,8695,144.9166667,0.396,0.428,0.266
128:03:13,8696,144.9333333,0.396,0.428,0.266
128:03:14,8697,144.95,0.396,0.428,0.265
128:03:15,8698,144.9666667,0.396,0.428,0.265
128:03:16,8699,144.9833333,0.395,0.428,0.265
128:03:17,8700,145,0.395,0.428,0.265
128:03:18,8701,145.0166667,0.394,0.428,0.265
128:03:19,8702,145.0333333,0.394,0.428,0.265
128:03:20,8703,145.05,0.394,0.428,0.265
128:03:21,8704,145.0666667,0.394,0.428,0.265
128:03:22,8705,145.0833333,0.394,0.428,0.266
128:03:23,8706,145.1,0.394,0.428,0.265
128:03:24,8707,145.1166667,0.395,0.428,0.266
128:03:25,8708,145.1333333,0.394,0.428,0.265
128:03:26,8709,145.15,0.395,0.428,0.265
128:03:27,8710,145.1666667,0.394,0.427,0.264
128:03:28,8711,145.1833333,0.394,0.428,0.264
128:03:29,8712,145.2,0.393,0.428,0.263
128:03:30,8713,145.2166667,0.393,0.428,0.264
128:03:31,8714,145.2333333,0.392,0.428,0.263
128:03:32,8715,145.25,0.393,0.427,0.264
128:03:33,8716,145.2666667,0.392,0.428,0.264
128:03:34,8717,145.2833333,0.393,0.427,0.263
128:03:35,8718,145.3,0.393,0.427,0.263
128:03:36,8719,145.3166667,0.394,0.427,0.263
128:03:37,8720,145.3333333,0.393,0.427,0.263
128:03:38,8721,145.35,0.393,0.427,0.263
128:03:39,8722,145.3666667,0.393,0.427,0.263
128:03:40,8723,145.3833333,0.392,0.426,0.263
128:03:41,8724,145.4,0.393,0.427,0.263
128:03:42,8725,145.4166667,0.392,0.427,0.263
128:03:43,8726,145.4333333,0.393,0.427,0.264
128:03:44,8727,145.45,0.393,0.427,0.263
128:03:45,8728,145.4666667,0.393,0.427,0.263
128:03:46,8729,145.4833333,0.392,0.426,0.263
128:03:47,8730,145.5,0.392,0.426,0.264
128:03:48,8731,145.5166667,0.391,0.426,0.263
128:03:49,8732,145.5333333,0.391,0.425,0.263
128:03:50,8733,145.55,0.391,0.425,0.263
128:03:51,8734,145.5666667,0.392,0.425,0.263
128:03:52,8735,145.5833333,0.392,0.426,0.263
128:03:53,8736,145.6,0.392,0.425,0.263
128:03:54,8737,145.6166667,0.392,0.426,0.263
128:03:55,8738,145.6333333,0.391,0.425,0.262
128:03:56,8739,145.65,0.391,0.426,0.263
128:03:57,8740,145.6666667,0.39,0.426,0.262
128:03:58,8741,145.6833333,0.39,0.426,0.263
128:03:59,8742,145.7,0.39,0.426,0.262
128:04:00,8743,145.7166667,0.391,0.426,0.263
128:04:01,8744,145.7333333,0.391,0.426,0.262
128:04:02,8745,145.75,0.391,0.426,0.262
128:04:03,8746,145.7666667,0.39,0.426,0.261
128:04:04,8747,145.7833333,0.391,0.426,0.262
128:04:05,8748,145.8,0.389,0.426,0.261
128:04:06,8749,145.8166667,0.39,0.425,0.262
128:04:07,8750,145.8333333,0.389,0.425,0.262
128:04:08,8751,145.85,0.39,0.425,0.262
128:04:09,8752,145.8666667,0.39,0.425,0.261
128:04:10,8753,145.8833333,0.39,0.425,0.261
128:04:11,8754,145.9,0.39,0.425,0.261
128:04:12,8755,145.9166667,0.389,0.424,0.261
128:04:13,8756,145.9333333,0.389,0.424,0.261
128:04:14,8757,145.95,0.389,0.424,0.261
128:04:15,8758,145.9666667,0.389,0.425,0.261
128:04:16,8759,145.9833333,0.389,0.424,0.261
128:04:17,8760,146,0.39,0.425,0.261
128:04:18,8761,146.0166667,0.389,0.425,0.26
128:04:19,8762,146.0333333,0.39,0.425,0.261
128:04:20,8763,146.05,0.388,0.424,0.26
128:04:21,8764,146.0666667,0.388,0.424,0.261
128:04:22,8765,146.0833333,0.388,0.424,0.259
128:04:23,8766,146.1,0.388,0.424,0.26
128:04:24,8767,146.1166667,0.388,0.424,0.26
128:04:25,8768,146.1333333,0.389,0.424,0.26
128:04:26,8769,146.15,0.388,0.424,0.26
128:04:27,8770,146.1666667,0.389,0.424,0.259
128:04:28,8771,146.1833333,0.388,0.424,0.259
128:04:29,8772,146.2,0.387,0.424,0.259
128:04:30,8773,146.2166667,0.387,0.424,0.259
128:04:31,8774,146.2333333,0.387,0.424,0.258
128:04:32,8775,146.25,0.388,0.424,0.259
128:04:33,8776,146.2666667,0.387,0.423,0.258
128:04:34,8777,146.2833333,0.389,0.424,0.259
128:04:35,8778,146.3,0.388,0.423,0.257
128:04:36,8779,146.3166667,0.388,0.423,0.258
128:04:37,8780,146.3333333,0.387,0.423,0.258
128:04:38,8781,146.35,0.387,0.423,0.258
128:04:39,8782,146.3666667,0.386,0.422,0.257
128:04:40,8783,146.3833333,0.386,0.422,0.258
128:04:41,8784,146.4,0.386,0.422,0.257
128:04:42,8785,146.4166667,0.387,0.422,0.257
128:04:43,8786,146.4333333,0.387,0.422,0.257
128:04:44,8787,146.45,0.387,0.422,0.257
128:04:45,8788,146.4666667,0.387,0.422,0.257
128:04:46,8789,146.4833333,0.386,0.422,0.257
128:04:47,8790,146.5,0.385,0.422,0.257
128:04:48,8791,146.5166667,0.385,0.422,0.256
128:04:49,8792,146.5333333,0.385,0.423,0.257
128:04:50,8793,146.55,0.385,0.423,0.256
128:04:51,8794,146.5666667,0.386,0.423,0.257
128:04:52,8795,146.5833333,0.386,0.423,0.256
128:04:53,8796,146.6,0.386,0.423,0.256
128:04:54,8797,146.6166667,0.385,0.422,0.256
128:04:55,8798,146.6333333,0.385,0.422,0.256
128:04:56,8799,146.65,0.384,0.422,0.255
128:04:57,8800,146.6666667,0.384,0.422,0.256
128:04:58,8801,146.6833333,0.384,0.422,0.256
128:04:59,8802,146.7,0.385,0.422,0.256
128:05:00,8803,146.7166667,0.385,0.421,0.256
128:05:01,8804,146.7333333,0.386,0.422,0.256
128:05:02,8805,146.75,0.385,0.421,0.255
128:05:03,8806,146.7666667,0.384,0.421,0.255
128:05:04,8807,146.7833333,0.384,0.422,0.255
128:05:05,8808,146.8,0.384,0.421,0.254
128:05:06,8809,146.8166667,0.384,0.422,0.255
128:05:07,8810,146.8333333,0.384,0.421,0.255
128:05:08,8811,146.85,0.384,0.421,0.255
128:05:09,8812,146.8666667,0.384,0.421,0.254
128:05:10,8813,146.8833333,0.384,0.421,0.254
128:05:11,8814,146.9,0.383,0.421,0.254
128:05:12,8815,146.9166667,0.384,0.421,0.254
128:05:13,8816,146.9333333,0.382,0.421,0.253
128:05:14,8817,146.95,0.383,0.421,0.254
128:05:15,8818,146.9666667,0.382,0.421,0.253
128:05:16,8819,146.9833333,0.383,0.42,0.254
128:05:17,8820,147,0.382,0.42,0.253
128:05:18,8821,147.0166667,0.383,0.42,0.254
128:05:19,8822,147.0333333,0.383,0.42,0.253
128:05:20,8823,147.05,0.383,0.42,0.253
128:05:21,8824,147.0666667,0.383,0.42,0.253
128:05:22,8825,147.0833333,0.382,0.42,0.253
128:05:23,8826,147.1,0.382,0.42,0.253
128:05:24,8827,147.1166667,0.382,0.419,0.252
128:05:25,8828,147.1333333,0.381,0.42,0.253
128:05:26,8829,147.15,0.382,0.419,0.253
128:05:27,8830,147.1666667,0.383,0.42,0.253
128:05:28,8831,147.1833333,0.383,0.419,0.252
128:05:29,8832,147.2,0.383,0.419,0.253
128:05:30,8833,147.2166667,0.382,0.419,0.252
128:05:31,8834,147.2333333,0.383,0.419,0.253
128:05:32,8835,147.25,0.381,0.419,0.252
128:05:33,8836,147.2666667,0.381,0.419,0.252
128:05:34,8837,147.2833333,0.38,0.419,0.252
128:05:35,8838,147.3,0.381,0.419,0.252
128:05:36,8839,147.3166667,0.381,0.419,0.252
128:05:37,8840,147.3333333,0.382,0.419,0.252
128:05:38,8841,147.35,0.381,0.418,0.251
128:05:39,8842,147.3666667,0.382,0.418,0.251
128:05:40,8843,147.3833333,0.381,0.418,0.251
128:05:41,8844,147.4,0.38,0.418,0.251
128:05:42,8845,147.4166667,0.38,0.418,0.251
128:05:43,8846,147.4333333,0.38,0.418,0.251
128:05:44,8847,147.45,0.381,0.418,0.251
128:05:45,8848,147.4666667,0.381,0.418,0.251
128:05:46,8849,147.4833333,0.382,0.418,0.251
128:05:47,8850,147.5,0.38,0.417,0.25
128:05:48,8851,147.5166667,0.38,0.418,0.251
128:05:49,8852,147.5333333,0.379,0.417,0.25
128:05:50,8853,147.55,0.379,0.417,0.25
128:05:51,8854,147.5666667,0.379,0.417,0.25
128:05:52,8855,147.5833333,0.38,0.417,0.25
128:05:53,8856,147.6,0.38,0.417,0.25
128:05:54,8857,147.6166667,0.38,0.417,0.25
128:05:55,8858,147.6333333,0.379,0.417,0.249
128:05:56,8859,147.65,0.379,0.417,0.249
128:05:57,8860,147.6666667,0.378,0.417,0.249
128:05:58,8861,147.6833333,0.378,0.417,0.249
128:05:59,8862,147.7,0.378,0.417,0.249
128:06:00,8863,147.7166667,0.379,0.417,0.249
128:06:01,8864,147.7333333,0.38,0.417,0.249
128:06:02,8865,147.75,0.379,0.416,0.248
128:06:03,8866,147.7666667,0.379,0.416,0.249
128:06:04,8867,147.7833333,0.377,0.416,0.248
128:06:05,8868,147.8,0.378,0.416,0.249
128:06:06,8869,147.8166667,0.378,0.416,0.249
128:06:07,8870,147.8333333,0.378,0.416,0.249
128:06:08,8871,147.85,0.378,0.416,0.249
128:06:09,8872,147.8666667,0.379,0.417,0.249
128:06:10,8873,147.8833333,0.377,0.417,0.248
128:06:11,8874,147.9,0.377,0.416,0.249
128:06:12,8875,147.9166667,0.376,0.417,0.248
128:06:13,8876,147.9333333,0.377,0.416,0.248
128:06:14,8877,147.95,0.377,0.417,0.248
128:06:15,8878,147.9666667,0.378,0.416,0.248
128:06:16,8879,147.9833333,0.378,0.416,0.248
128:06:17,8880,148,0.377,0.416,0.247
128:06:18,8881,148.0166667,0.377,0.416,0.248
128:06:19,8882,148.0333333,0.376,0.415,0.247
128:06:20,8883,148.05,0.378,0.415,0.248
128:06:21,8884,148.0666667,0.377,0.414,0.247
128:06:22,8885,148.0833333,0.378,0.414,0.247
128:06:23,8886,148.1,0.377,0.413,0.246
128:06:24,8887,148.1166667,0.377,0.413,0.247
128:06:25,8888,148.1333333,0.375,0.413,0.247
128:06:26,8889,148.15,0.376,0.414,0.247
128:06:27,8890,148.1666667,0.376,0.414,0.247
128:06:28,8891,148.1833333,0.377,0.414,0.247
128:06:29,8892,148.2,0.376,0.414,0.246
128:06:30,8893,148.2166667,0.376,0.413,0.247
128:06:31,8894,148.2333333,0.375,0.414,0.246
128:06:32,8895,148.25,0.375,0.413,0.246
128:06:33,8896,148.2666667,0.376,0.414,0.246
128:06:34,8897,148.2833333,0.376,0.413,0.246
128:06:35,8898,148.3,0.376,0.414,0.246
128:06:36,8899,148.3166667,0.375,0.413,0.245
128:06:37,8900,148.3333333,0.375,0.413,0.246
128:06:38,8901,148.35,0.374,0.413,0.245
128:06:39,8902,148.3666667,0.375,0.413,0.246
128:06:40,8903,148.3833333,0.375,0.412,0.245
128:06:41,8904,148.4,0.376,0.413,0.246
128:06:42,8905,148.4166667,0.374,0.413,0.245
128:06:43,8906,148.4333333,0.375,0.414,0.245
128:06:44,8907,148.45,0.374,0.414,0.245
128:06:45,8908,148.4666667,0.375,0.414,0.245
128:06:46,8909,148.4833333,0.375,0.414,0.244
128:06:47,8910,148.5,0.375,0.414,0.245
128:06:48,8911,148.5166667,0.373,0.414,0.245
128:06:49,8912,148.5333333,0.373,0.414,0.245
128:06:50,8913,148.55,0.373,0.414,0.245
128:06:51,8914,148.5666667,0.374,0.414,0.245
128:06:52,8915,148.5833333,0.374,0.414,0.244
128:06:53,8916,148.6,0.374,0.413,0.244
128:06:54,8917,148.6166667,0.373,0.414,0.244
128:06:55,8918,148.6333333,0.373,0.413,0.243
128:06:56,8919,148.65,0.374,0.414,0.245
